epoch,loss,step,mse,over_percent,under_percent
0.0,1.7549143036206563,6.0,60.70683670043945,0.0,0.9726528525352478
1.0,1.7295636932055156,12.0,55.19042205810547,0.0,0.9281749129295349
2.0,1.6732244292895,18.0,43.52692794799805,0.0,0.8229179382324219
3.0,1.5241241256395976,24.0,20.133394241333008,0.0006672382587566972,0.5380871891975403
4.0,1.2973956267038982,30.0,6.399798393249512,0.04942064359784126,0.22825145721435547
5.0,1.2336126168568928,36.0,10.887290000915527,0.007915652357041836,0.348094642162323
6.0,1.2342209418614705,42.0,7.955850124359131,0.02595684863626957,0.27846240997314453
7.0,1.2048526008923848,48.0,7.216271877288818,0.02218288742005825,0.2670007348060608
8.0,1.1949792504310608,54.0,6.360591411590576,0.037925418466329575,0.23483401536941528
9.0,1.180354356765747,60.0,6.1911211013793945,0.016203859820961952,0.2583506405353546
10.0,1.1632531881332397,66.0,5.657968044281006,0.02346917800605297,0.22782760858535767
11.0,1.1602824727694194,72.0,4.222568035125732,0.044342223554849625,0.18104714155197144
12.0,1.1349378029505413,78.0,4.564586162567139,0.020347492769360542,0.19527484476566315
13.0,1.1170289119084675,84.0,3.794943332672119,0.02593773975968361,0.17418627440929413
14.0,1.0869368712107341,90.0,3.092308521270752,0.020370081067085266,0.1536874920129776
15.0,1.0454634428024292,96.0,2.050671100616455,0.03328056260943413,0.1045241579413414
16.0,0.9835317532221476,102.0,1.406354308128357,0.06511916220188141,0.05347948521375656
17.0,0.9513809482256571,108.0,1.882253885269165,0.03655378893017769,0.08289330452680588
18.0,0.9507156610488892,114.0,2.1887102127075195,0.03689073771238327,0.08620243519544601
19.0,0.9326969583829244,120.0,1.3705798387527466,0.045685525983572006,0.06602070480585098
20.0,0.9223325749238332,126.0,1.3796597719192505,0.0680040717124939,0.0442064106464386
21.0,0.9273322820663452,132.0,1.254693865776062,0.047022655606269836,0.058605462312698364
22.0,0.92527108391126,138.0,1.6070916652679443,0.022398816421628,0.08760274201631546
23.0,0.9093722899754842,144.0,1.710273265838623,0.0326046496629715,0.0748031884431839
24.0,0.9018829564253489,150.0,1.1939308643341064,0.07125389575958252,0.04113166779279709
25.0,0.8976700802644094,156.0,1.3687344789505005,0.05717499554157257,0.05124450474977493
26.0,0.8924756646156311,162.0,1.3312269449234009,0.04179718717932701,0.06685024499893188
27.0,0.8993913133939108,168.0,1.3242182731628418,0.034576207399368286,0.06638842821121216
28.0,0.8868667980035146,174.0,1.2943271398544312,0.03630787506699562,0.0673033818602562
29.0,0.8854372004667918,180.0,1.1893837451934814,0.07019646465778351,0.039571139961481094
30.0,0.8787223398685455,186.0,1.0991045236587524,0.06970751285552979,0.036176443099975586
31.0,0.8873708148797353,192.0,1.0979812145233154,0.042400505393743515,0.05533352121710777
32.0,0.8740263879299164,198.0,1.4134386777877808,0.047471269965171814,0.054177895188331604
33.0,0.869685709476471,204.0,1.1680816411972046,0.07042022794485092,0.037525542080402374
34.0,0.8801367084185282,210.0,1.5044692754745483,0.036556098610162735,0.073358453810215
35.0,0.8815883000691732,216.0,0.8945536613464355,0.0597473569214344,0.03808682784438133
36.0,0.8780278265476227,222.0,0.9920474290847778,0.06741364300251007,0.03782014176249504
37.0,0.8578026493390402,228.0,1.0907305479049683,0.04715682938694954,0.05085945501923561
38.0,0.8633730014165243,234.0,1.1654834747314453,0.06792653352022171,0.037667203694581985
39.0,0.9167795677979788,240.0,1.0085785388946533,0.06790327280759811,0.03664455562829971
40.0,0.8928342660268148,246.0,1.2694191932678223,0.03325103968381882,0.06089332327246666
41.0,0.8719562788804373,252.0,1.3298841714859009,0.039514414966106415,0.06263504922389984
42.0,0.8700229028860728,258.0,1.175598382949829,0.06316995620727539,0.0383075550198555
43.0,0.8732542594273885,264.0,1.4094504117965698,0.0276238601654768,0.06858181208372116
44.0,0.865651935338974,270.0,1.3401156663894653,0.033845070749521255,0.06362147629261017
45.0,0.873803029457728,276.0,0.87477707862854,0.059681486338377,0.035433847457170486
46.0,0.851450115442276,282.0,1.0698809623718262,0.06907869875431061,0.03510234132409096
47.0,0.8554985026518503,288.0,1.3298693895339966,0.039420537650585175,0.059209827333688736
48.0,0.8643709719181061,294.0,1.2691150903701782,0.035168834030628204,0.05984490364789963
49.0,0.8483523627122244,300.0,1.0581409931182861,0.06732259690761566,0.03381391987204552
